anycondition_number
7144
133178
38151
9984
7696
46748
18373
2230
2355
18615
122306
2740
18332
5295
57494
5820
126338
6406
51363
3857
2358
13498
2985
1294
1778
9405
22681
238
10591
6003
12752
1390
2966
3418
65888
3786
514
2666
5170
8312
39735
2102
7990
1028
59708
81061
6896
15424
1637
1154
10051
80615
1396
20622
70240
4783
11250
79715
528
3147
9956
11117
3072
5431
24897
3470
65127
9851
1153
6392
55594
5795
1989
10137
10132
80229
10406
27382
763
15710
3941
54750
20237
33720
5115
20999
8662
6917
10019
69284
1654
10112
274
5682
19370
275519
33799
841621
14206
630
7002
4564
65017
8598
44391
1906
7032
9066
313
15374
13982
13406
4054
24354
2504
4313
1774
27396
3112
8188
4919
5555
1154
263554
25369
7041
34681
3923
7556
51513
15345
754963
40757
5346
137789
38764
4288
2221
13392
33866
20084
88350
25593
309434
10236
4119
266544
6252
7859
108765
5824
42033
1388
8784
1144
5287
1868
180828
17794
83464
10163
24237
72631
2241
36586
13121
7079
445409
6051
15425
15184
22361
71501
270
240
17991
11641
8302
5948
693
26221
683
34020
12094
4769
8919
9773
723
19038
4636
13012
14232
6805
1339
6339
847
97555
8780
13023
1050
66726
13915
1084
463
1163
2736
15830
2918
12743
1799
1045
18852
9557
12279
28249
4872
198319
397
3136
1103
155375
4439
4867
2276
7147
8032
13009
18525
22738
25439
7765
65463
11567
138891
160832
104968
17157
23374
3672
8033
597
776
3778
21537
271695
9596
8272
920
31092
13448
83626
44759
6606
19433
231953
6010
12120
49137
53418
27659
26645
11351
1379
23755
34659
978
7621
27496
12481
19408
5575
2307
6267
11269
2888
2359
89155
20797
2043
1565
55615
11141
2295
22123
11336
1823
31878
5876
12215
1950
3101
3062
1840
238078
18183
3730
14836
543692
84095
3706
8970
8280
177148
21072
7057
3338
5062
20328
12073
16059
22807
62692
2203
1808
12527
48705
2374
305086
247681
30982
5803
20472
3129
15102
3510
10293
6061
30214
10864
14809
795595
39450
26286
6403
8172
28882
231
4315
669
228
3686
3516
402
583
844
12191
7334
14293
14619
196517
2166
4759
5404
53166
3890
13954
1509
11561
87613
3292
5686
11067
354
3182
1445
748
59485
23706
11068
810
3083
292189
7324
25128
3539
22660
44780
8907
23714
90230
39144
13096
15288
8847
56504
11222
6671
14947
3312
14168
6740
3229
13531
26805
5616
4576
279927
1423
6361
36363
5926
5275
7010
6061
32057
6782
3081
12223
4872
2285
4457
192056
1987
10851
1401
2704
21175
30961
4390
10911
4909
77979
4756
7180
5085
12630
1814
6201
2133
7605
32048
10018
13902
6371
7509
9202
2622
4155
126913
11703
8974
8411
4942
6323
922
30252
23096
9425
23582
6202
24316
8793
9398
12311
69465
3346
667
15789
8930
5709
20956
9420
28000
6908
4248
34625
104525
2764
3702
5148
98490
119229
3634
27421
2193
5246
16791
9084
9952
109104
12049
7005
8475
26619
1612
5808
4646
12040
2267
1970
15366
49690
742
3177
6045
7885
7254
1353
1271
7718
6776
9734
7494
6222
2394
1849
16650
4883
2733
1607
267
2097
4103
233809
893
115118
1673
16536
3443
5687
25459
7840
22956
5701
1154
29197
319830
20546
2944
11021
7841
13405
11652
3131
5788
12897
63698
5955
49725
62989
12856
13035
37390
77202
5923
64671
44576
1063
23126
32638
9030
26575
36672
11977
4434
51178
7062
1916
26074
5158
7592
11737
11842
7884
15439
83379
4175
18911
20048
62175
1484
124085
10919
3618
4913
2985
3419
3076
91485
3427
15892
10835
12199
4028
154212
2808
2027
445
9727
10059
20070
5493
8970
1324
168134
76746
2157
10569
435403
4037
6505
6101
47
1203
2483
56698
1278
3819
2181
15141
3271
14746
8469
62678
9392
5318
2105
38077
179
16204
19042
1697
6832
29389
3563
146930
86536
9140
52995
22330
3796
684756
6113
1447
11824
45730
36296
636
3557
2947
629245
5235
43966
43152
15243
11325
2833
49730
751
6232
301261
124514
11108
14458
143658
11830
6600
454
129933
109401
158097
33909
36330
23523
9347
2614
19430
24452
15013
24296
2229
87564
6107
38230
272682
273532
11635
270355
445735
23293
8315
8552
2720
20571
16320
25702
8637
16049
8580
18981
5454
20395
4409
7426
65265
2627
2713
509
13840
29910
35630
16079
4258
75253
4937
15597
38484
11537
26771
6242
238307
5997
6251
8670
3145
929
32706
25732
2620
23949
53994
51541
4942
103342
5026
7818
16336
10065
2741
42082
1587
6568
7723
3366
18095
11640
8838
7248
11730
11430
3905
15048
12796
7117
249524
109233
9499
6364
15060
378087
14485
7199
7832
9642
50684
41161
11469
12086
6337
5836
1153
13085
7583
7798
1458
13833
33121
4187
15173
6148
5947
5828
2176
14120
6499
1319260
2874
14521
45316
87153
126175
3465
2550
90308
37649
54031
15729
6661
21826
13484
96319
3211
5937
3241
42276
1564
1731
2143
54263
36571
10218
27078
80437
5423
54077
5687
6228
21743
50908
9561
608
572
6632
16608
6593
8957
4435
4657
16028
10021
25861
20281
4697
1552
311012
3109
7116
1891
1572384
13883
18589
9180
136261
5953
15678
1629
64494
14852
24426
3422
57137
2946
17129
305
15596
1762
5181
2336
5701
35014
14063
423
7855
251
1131
4018
12393
242282
3240
11821
3271
17943
3205
637505
732
15357
28434
53040
11001
7159
2321
5601
12420
28593
1783
7929
7147
947
11877
4893
36584
36197
11988
3024
75818
13819
1505
312
6884
9242
6463
36229
8629
5211
5635
16516
76131
2810
11414
27322
15565
4630
24133
14933
15091
10674
76658
54150
11722
51408
3245
682
71797
20436
13469
8881
3942
21101
3341
356
4073
136547
11915
3902
2271
14044
13722
9655
9805
14271
9226
10105
281334
4018
51580
27636
11266
26139
3435
3952
9403
4301
150074
26517
15000
12408
530
7685
27297
1348
11744
12662
227
13954
13636
8209
5324
5673
27348
8891
864
4457
2563
10882
1099
11266
30443
9903
4323
258567
12841
24383
26937
71512
38332
2868
839
88022
41783
3374
10484
6790
13108
13404
8559
5622
3568
13764
22464
4960
3059
2284
6651
747
73538
3663
7191
5441
12804
160153
233458
21828
12868
3230
1254
8096
1816
59248
4942
3769
6060
10366
4256
13562
5373
6617
20531
943
12893
3268
5769
3304
1601
16219
9284
80251
2433
28324
37403
9666
4236
3462
2692
26765
1111
14733
6232
7044
8124
10524
119878
591
47252
15207
12831
18118
7390
3649
17543
8920
1820
131780
31517
3536
14308
6826
185177
1164
19099
1326
4405
3581
3720
2879
2246
30936
476128
2705
6485
13530
2793
18925
13037
140989
17783
40323
26907
25089
5012
26820
3963
65329
4394
40225
951
28865
3552
9420
74186
4873
1015
79791
16696
2366
53872
11176
828
242893
2923
126793
10746
87560
2191
13654
14888
1513
5714
1368
15760
5821
2838
14207
660059
280959
65202
6564
22322
11281
11471
6265
85577
11900
41457
18050
51283
26077
10687
22143
35239
491
3428
364073
8571
20549
115840
153224
5842
113707
1769
2153
3341
46051
24972
16929
6149
1972
16331
67489
9719
4814
15439
6920
6790
27755
67003
5104
1519
5381
2909
5420
12164
14247
470890
4117
10622
13965
43194
6761
32431
6420
84302
31082
200387
86962
2097
24062
4849
563
8132
3422
7157
3706
292272
7420
10110
2614
4616
4402
13278
41744
9190
785
1994
4320
4853
13367
2456
52083
26135
138673
1107
21383
36713
15186
535
79090
6206
1202
3681
3174
13868
21611
3546
5999
2069
7150
3427
8485
8914
1989
20722
2090
138277
9848
114125
27454
4535
1153
24938
7932
10245
2607
1808
276089
20626
9331
2120
153
11368
925
4792
149031
1015
1583
16491
6812
6259
10292
9168
17064
41701
43607
20685
26982
15202
9782
43352
6759
22129
2678
50159
15786
41493
25148
58698
19165
39015
15662
13101
63337
32443
10762
9034
14895
20476
1907
6277
25970
4572
117297
52412
4807
13118
4985
10959
36113
5329
13042
222
5507
8206
6735
836
53270
2885
2338
723
8290
4720
1306
9278
4764
13348
61566
19176
33307
81868
12353
2233
224913
8530
7260
4206
7746
56990
4156
3109
813
7904
58146
6599
10130
1164
7631
2223
20852
9076
1728
1409
5857
10945
5242
5560
38479
9235
1264
22722
9432
28370
3849
14148
5135
8989
54115
14889
32076
6555
97459
29414
605
4953
81304
21406
7792
24277
2573
43683
16535
33996
16314
31737
64988
11822
6897
3195
1453
6468
3555
17086
10576
149238
22978
533
10735
6011
17230
75284
3801
6337
2228
22535
87874
1375
121516
1476
19135
5269
4721
9014
11769
12800
17704
10587
2178
3588
17808
3388
1962
2809
6368
2931
9889
187428
55106
58169
34837
13891
10360
14635
9752
77011
5988
146508
1781
8138
15900
3626
16593
10519
3468
27702
13722
4336
1608
9756
2695
11538
43770
3603
4417
6016
23148
75893
28400
21940
5201
6115
2544
4614
3581
16901
212754
3172
14268
675
54485
11719
20437
43540
1057
6361
19722
34525
944
135074
21160
14072
96548
3999
34665
9767
13482
2346
2441
262835
13661
3005
16954
19575
15675
700860
26016
705
15474
3820
406301
8415
101976
705
6071
17047
8749
181677
30173
2743
15256
697
34961
4492
36179
1157
5621
29364
7587
8836
4436
5398
4913
10320
3680
2365
3492
21501
16843
9754
2586
27960
6580
13674
5944
9564
5737
17140
823
9034
57876
4881
3244
12067
4739
2198
25401
28232
6248
10585
3503
6306
6222
5512
19053
5649
233701
43786
2192
27160
1509
5771
2607
164334
313134
10171
9179
28362
71867
38545
696
3696
2359
4393
204702
618
55934
352
22721
7861
7277
166
5876
205657
7539
33675
27494
11485
5105
5230
17387
9087
18324
1304
719
5210
22352
1395
11480
18888
111806
4715
751
2355
15005
5980
84470
34804
14449
120952
16014
7811
1626
6077
354
1680
1087
21555
24078
11621
195128
15433
2155
219583
828
15397
7097
71038
5413
168945
7059
2406
1712
3929
14498
37217
7653
3357
3743
15998
98667
2914
14933
41999
10513
12113
23383
49631
13899
10052
45106
31707
5643
3139
26349
6875
5718
5427
14011
4668
12112
7862
350213
3835
9112
12285
7652
12079
52468
239442
10804
20584
118019
23928
27929
12664
11612
6140
18255
2362
40363
3427
5198
17785
7835
8032
89485
3230
18673
6189
2284
16100
8796
11477
26107
1615
32089
11058
4071
3539
14939
31586
21354
850
2525
31390
1901
13670
4766
3314
2937
16238
3850
9428
4262
228
15586
684
2885
3417
7262
1498
3275
6433
1735
48978
392670
6793
22246
925
1961
18354
300047
38562
8597
4519
12925
76903
7052
2867
21921
3874
7782
16745
7953
11947
10102
7156
10003
23618
12515
41
5814
12380
8114
80390
1963
53427
6634
109649
6515
684
33428
5295
173833
57814
1263
20901
5966
6835
2152
58037
3830
38923
10544
4876
17459
64726
11642
4351
5502
11785
3816
2065
9916
1336
1340
4719
15694
92610
33304
212372
12934
2805
20430
2494
38682
14917
32731
2419
8250
1643
3587
6363
2925
2879
16508
46390
1077
13376
26929
15848
14817
1956
122068
12256
22912
4959
449
39992
151561
6408
2411
9764
6801
26793
43770
9318
20089
1488
489
29970
5389
6332
20886
427
6313
12315
14788
11331
7779
7640
7148
11483
1450
7611
14753
60668
1586911
27053
136659
45278
5836
14159
58109
9730
28365
9554
2877316
6690
6513
31549
1126
1075
1699
13291
5335
10004
15585
17046
135008
2792
12666
50764
197045
68790
5750
3194
13766
370560
79300
2564
3571
243784
162438
6664
1347
1703
17568
6621
16787
184189
95299
17221
5504
17448
15399
45677
167339
84638
1710
25894
14890
3608
2450
26592
22233
41462
2721
11253
9725
26362
3208
13421
8624
504
4420
113161
1223
67042
41312
10869
20413
1547
10471
3662
11542
8062
10895
1287
2723
82042
44926
36985
2048
496
148872
9326
3677
56682
13465
26895
34873
4104
9005
7182
19410
11393
2847
177437
14384
5028
7669
2637
5427
8716
1047
5904
3787
5399
9842
1096
269794
11008
45846
21992
5286
159044
31969
11097
18451
168235
15407
2279
26280
5354
8950
83283
17940
19328
5591
8549
20389
1923
6941
28577
44845
9888
9209
27000
9991
164214
2096
4530
6740
7427
16633
27592
9676
59550
9460
14497
77216
19395
5275
9937
4008
1766
27268
17795
7496
5407
7970
11724
5678
2511
36831
1749
41884
2613
13721
7974
11067
8129
19782
9545
8271
45063
48712
11486
22156
60607
2322
5604
25250
9258
58900
8244
31720
10519
235337
8052
85818
33378
68964
6243
23826
6032
6484
21850
915
337286
27678
2845
9793
3148
2733
42062
16752
31416
73749
55859
21791
6229
68684
5704
13349
11820
5233
9113
7839
6769
2151
17626
6015
14744
6048
3689
13528
3739
12731
20561
13265
2660
3234
